/main$originNo,/main$no,/main$id,/main$changeYn,/main$name,/main$shoulder,/main$status,/main$editor,/main$create_time,/main$update_time,/hashtag,/entry_importance,/parts/part_id,/parts/means/tb_mean$excel_seq,/parts/means/origin_mean,/parts/means/mean_id,/parts/means/custom_field_1618478617845,/parts/means/custom_field_1618478675337,/parts/means/custom_field_1618478759648,/parts/means/custom_field_1618478959744,/parts/means/custom_field_1620198226283,/parts/means/custom_field_1620279904326,/parts/means/custom_field_1621872155340,/parts/means/custom_field_1621872185644,/parts/means/custom_field_1621872201495,/parts/means/custom_field_1621872208963,/parts/means/custom_field_1621872225913,/parts/means/custom_field_1624357879139,/parts/means/custom_field_1624357909352,/relateds/related_id,/relateds/related_type,/relateds/related_content,/relateds/related_entry_id,/custom_field_1628325084000,/custom_field_1619505925728,/learningMores/learning_info_title,/learningMores/learning_info_body_json,/learningMores/learning_info_id,/images/img_path,/images/img_title,/images/img_source
290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45e1c3646d3c4ce2bc8c7ea301719372,,춤,c547859569154195adbabfe5ccdfa6ab,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3ab72a5c7a44ef7860167d73d9be0b0,,디오니소스적 긍정,eb1d33d7294f49a497bc05cf751b5190,,,,,,,,
292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f323097a2084e69a6940df7485a67e0,,위버멘쉬(초인),f0d1244d59b045739b4b9983ca200268,,,,,,,,
293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a8d4362789004fce8a30c2c5e4ce6a90,,힘에의 의지,616f4172c51d4a1a990506b6a3894ce6,,,,,,,,
294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170dcde6392f4bdb81679e3ac45a2845,,영원회귀,ab1dcb03fe5c43d691d95b2c3aa787e2,,,,,,,,
295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1f8697f9c76d4a34945d1eb2c274457f,,생성,835ff98979cc4dc49b1bd4dcf87227a3,,,,,,,,
296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7c676e7666554314a987abff462d94a0,,신,14af7a5c1fc34ddb94b1d2fcd64d532f,,,,,,,,
297,138,686dead9ae114e609b9e9ae9880c89d3,0,디오니소스,0,집필완료,팡민,2021-06-26 01:33:55,2023-09-17 00:16:02,개념어,★★★★★,f053076c279347b3b50a69a4be0762ca,1,"자신을 파괴하는 고통을 창조의 필연적 계기로 삼는 그리스 신. 
그는 어린 시절 티탄에 의해 찢겨 죽임을 당하고 아폴론에 의해 회복되어 부활한다. 찢겨 죽임을 당하고 부활하기를 반복하는 디오니소스에게는 가장 큰 고통인 죽음마저 삶을 위한 긍정의 대상이 된다. 

이렇게 죽음마저 긍정하는 총체적인 긍정은 곧 삶 자체에 대한 긍정이다. 따라서 니체에게 디오니소스적 긍정은 생성과 삶 일반에 대한 긍정의 수식어가 된다. 왜냐하면 니체는 지상에서의 삶, 그리고 변화와 생성의 세계를 있는 그대로 긍정할 것을 자신의 철학적 과제로 삼았기 때문이다. 니체는 전통 형이상학이 정신과 육체, 존재와 생성의 대립구도에서 전자에 우월한 가치를 둔 것에 반대하며 오직 생성하는 세계가 있을 뿐이라고 보았다.

[차라투스트라는 이렇게 말했다]는 니체 본인이 표현한 대로 '고독에 대한 [디오니소스] 송가'임에도 불구하고, '디오니소스'가 직접적으로 언급되지 않는다. 그러나 디오니소스가 포도주의 신이라는 것을 고려한다면 '디오니소스'와 '디오니소스적 긍정'을 염두에 두는 비유를 찾아볼 수 있다. 차라투스트라가 갈구하는 포도재배자가 바로 디오니소스인 것이다.

'디오니소스적'이라는 개념은 (1)고통과 기쁨의 공속성, (2)창조와 파괴과정의 필연성과 그 모순성, (3)거기에서 비롯되는 비극성, (4)그러한 과정의 영원성, 그리고 (5)그 모습 전체에 대한 무조건적 긍정이라는 다섯 계기를 포함한다.

니체 철학에서 존재하는 모든 것의 추동원리인 힘에의 의지 또한 이러한 계기들을 갖추고 있다. 그래서 생명과 인간의 삶 전체, 나아가 우주 전체가 '디오니소스적'일 수 있는 것이다.",92e27046041244a7a78f5cf16abe4f7f,"
오, 내 영혼이여, 나는 네게 새로운 이름과 다채로운 놀잇감을 주었다. 나는 너를 “운명”이라고, “포괄의 포괄”이라고, “시간의 탯줄”이라고, “청명한 하늘빛의 종”이라고 불렀다.

오, 내 영혼이여, 나는 네 토양이 마시도록 모든 지혜를 주었다. 새로 담근 지혜의 포도주 일체와 헤아릴 수 없을 만큼 오래 묵고 도수 높은 지혜의 포도주 일체를.

오, 내 영혼이여, 나는 모든 태양과 밤과 침묵과 동경을 네게 부어주었던 것이다. 그러자 너는 포도넝쿨처럼 자라났지.

오, 내 영혼이여, 너는 이제 너무 풍요로워 힘겹게 거기 서 있구나. 부풀어 오른 젖가슴과 다갈색 황금 포도송이가 주렁주렁 매달려 있는 포도넝쿨처럼.

네 행복이 마구 밀려들어 눌러대지만, 넘쳐흐르는 풍요를 여전히 기다리면서 그리고 그런 기다림에 얼굴을 붉히면서 그렇게.

[...]

탄식하지도 울지도 않으려는 것. 이것이 너의 선의이자 넘치는 선의다. 그럼에도 오, 내 영혼이여, 네 미소는 눈물을, 떨리는 네 입술은 흐느낌을 동경하는가.

“무릇 운다는 것은 탄식한다는 것 아닌가? 무릇 탄식한다는 것은 고발한다는 것 아닌가?” 이렇게 너는 너 자신에게 말하지. 오, 내 영혼이여, 그렇기에 너는 네 고통을 쏟아내기보다는 차라리 미소지으려 하는 것이다.

네 충만에서 오는 고통을, 수확하는 자와 수확 가위를 고대하는 영근 포도넝쿨의 온갖 곤궁에서 오는 네 모든 고통을 걷잡을 수 없는 눈물 속으로 쏟아내기보다는!

울기를 원치 않는다면, 네 자줏빛 슬픔을 울어서 달래기를 원치 않는다면, 너는 노래를 불러야만 하리라. 오, 내 영혼이여! 보라, 네게 이렇게 미리 알려주는 나 자신이 미소짓고 있다.

노래하라. 거세게 노래하라. 온 바다가 조용해져 네 동경에 귀 기울이게 될 때까지.

동경에 차 있는 고요한 바다 위에 조각배 하나가, 그 황금 주위에 좋고 나쁘고 놀랄만한 것들 모두가 깡충거리는 황금빛 경이가 떠다닐 때까지.

또한 크고 작은 많은 짐승들, 가볍고 놀라운 발을 지닌 것 모두가 제비꽃빛 오솔길을 내달려,

황금빛 경이로, 자유로운 조각배로, 그리고 그 주인으로 향할 때까지. 그런데 주인은 다이아몬드로 된 수확 가위를 들고 때를 기다리고 있는 포도재배자다.

너의 위대한 해방자다. 오, 내 영혼이여, 그는 이름 없는 자다. 미래의 노래가 비로소 이름을 지어줄 자다! 그런데 실로 네 숨결이 이미 그 미래 노래의 향기를 풍기고 있구나.

- 3부 ﹤위대한 동경에 대하여﹥ -",,"백승영. (2022). 니체는 이렇게 말했다 : 『차라투스트라는 이렇게 말했다』에 대한 철학적·문학적 해석. 세창출판사.
최상욱. (2015). 차라투스트라는 이렇게 말했다 메타포로 읽기. 서광사.
이상범 L. S. (2020). 니체의 철학적 메타포 ’춤(Tanz)’에 대한 텍스트 내재적 분석. 철학연구, 151–177.
강용수. (2007). 니체의 『차라투스트라는 이렇게 말했다』의 밧줄에 대한 은유적 해석 - 춤의 공간적 구조에 대한 분석을 중심으로. 니체연구, 12, 171–199.
이진우, 『인생에 한번은 차라투스트라』, 휴머니스트출판그룹, 2020
백승영. (2005). 토픽맵에 기초한, 철학 고전 텍스트들의 체계적 분석 연구와 디지털 철학 지식지도 구축 - 니체『도덕의 계보』. 서울대학교 철학사상연구소.
백승영. (2006). 토픽맵에 기초한, 철학 고전 텍스트들의 체계적 분석 연구와 디지털 철학 지식지도 구축 - 니체『우상의 황혼』. 서울대학교 철학사상연구소.
박찬국, 『차라투스트라, 그에게 삶의 의미를 묻다』, 세창출판사, 2020.
박찬국, 『들뢰즈의『니체와 철학』읽기 』, 세창미디어, 2020.
김상환, 『니체 프로이트 맑스 이후 - 현대 프랑스철학의 쟁점 』, 창비, 2013.
진은영, 『니체, 영원회귀와 차이의 철학』, 그린비, 2007.
Friedrich Nietzsche. (2023). 니체, 사랑에 대하여 (울리히 베어 엮음, 최성희 번역). 세창출판사. (원서출판 2020).",,,"
“내 [차라투스트라는 이렇게 말했다] 전체는 고독에 대한 [디오니소스] 송가이다.”(니체, ｢나는 왜 이렇게 현명한지 8｣, 이 사람을 보라, 346)
","""이러한 그대는 인간을
신으로도 양으로도 보았다.
인간 내면에 있는 신을
인간 내면에 있는 양과 마찬가지로 찢어버리는 것,
그리고 찢어버리면서 웃는 것.

이것, 바로 이것이야말로 그대의 더없는 행복이다!
표범이요, 독수리인 자의 커다란 행복이다!
시인이요, 어릿광대인 자의 커다란 행복이다!""

- 4부 슬픔의 노래 - ","
""가장 낯설고 가혹한 삶의 문제들과 직면해 있으면서도 삶을 긍정하는 것, 자신의 무궁무진성에 기쁨을 느끼면서 삶의 최고의 전형을 희생하는 것도 불사하는 생에의 의지. - 이것이야말로 내가 디오니소스적이라고 불렀던 것이며, 비극 시인의 심리학에 이르는 교량으로서 인식한 것이다. 

[…] 

공포와 연민을 초월하여 생성의 영원한 기쁨 자체로 존재하기 위해서 - 파괴에 대한 기쁨까지도 포함하는 기쁨으로 존재하기 위해서."" 

-『내가 옛 사람들에게 빚지고 있는 것』- 5
","﹤저 위대한 은둔자들 속에 내재된 감성의 신, 유혹자인 신, 타고난 양심의 유혹자, 그의 소리는 모든 영혼의 맨 밑바닥까지 내려가는 법을 알고 있다. ......

그는 조악한 영혼을 순화시키고 그러한 영혼의 소유자들로 하여금 새로운 갈망을 맛보게 한다. ...... 이 감성의 신을 접한 사람들은 모두 보다 풍요로워져서 그의 곁을 떠나게 되는데, 은총을 받거나 놀라운 충격을 받아서 혹은 이국적인 물건에 경외감을 갖고 압도당해서 그렇게 된 것은 아니다. 그보다는 차라리 그 자신 속에서 풍요로워지고, 자신에 대해서 전보다 더 새로워지고, 깨어져 열리고, 봄바람에 의해서 부풀려지고 고무되고, 아마도 보다 더 불확실해지고 더 유연해지고 더 연약해지고 더 기가 죽게 되지만, 그러나 아직 구체적으로 무어라 말할 수 없는 희망과 새로운 의지의 충일감으로 가득 차고, 새로운 불만과 저류로 가득 차고 - 그런데 내가 무슨 말을 하고 있는 중인가, 나의 친구들이여.

...... 그는 다름 아닌 디오니소스 신이다.﹥

- [선악의 피안] -",,,,,ae3656ac23d84c609126f0f5bf7740c4,,디오니소스적 긍정,eb1d33d7294f49a497bc05cf751b5190,,,,,,,,
298,,,,,,,,,,,,,,,,,,https://monthlyart.com/encyclopedia/%EC%82%AC%ED%8B%B0%EB%A1%9C%EC%8A%A4/,,,,,,,,,,,37a280cd393448a6a78e6064af6874f4,,위버멘쉬(초인),f0d1244d59b045739b4b9983ca200268,,,,,,,,
299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34d5041104ea4156bbbd52bb50d8fc1b,,영원회귀,ab1dcb03fe5c43d691d95b2c3aa787e2,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82403670e54444e48fb954d17d5cb2ac,,우연,66801cd3905d47ae88335e8c1cb34853,,,,,,,,
301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f88a058d00684eb7a8e8cd663768654c,,생성,835ff98979cc4dc49b1bd4dcf87227a3,,,,,,,,
302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b2eeec780004f1b970a1c1489a232cc,,포도 수확자,a85a1b22796e46878f5d48087533c7cf,,,,,,,,
303,139,6a4dbbbf2fda4b2697e2b20df95e3b92,0,행위 이후의 망상,0,집필완료,팡민,2023-07-25 19:40:01,2023-07-31 18:24:40,비유,★★★★,f053076c279347b3b50a69a4be0762ca,1,"범죄를 저지른 후 죄의식에 사로잡혀 자기경멸과 후회에 빠지는 것을 의미한다. 이러한 '망상'은 범죄인을 병리적 상태로 몰아넣는다. '행위 이후의 망상'에는 2가지 원인이 있는데, 그 중 하나는 자신이 실체적 주체라는 믿음이며 다른 하나는 자신을 자유의지의 주체로 여기는 태도다.  이러한 2가지 생각으로 인해 범죄인은 행위 이후 죄의식에 사로잡혀 자기경멸과 후회에 빠지는데, 니체는 이러한 태도가 비겁이자 어리석음이라고 보았다. 


",9632c0f8610b479f9508ba49cec6cecf,"﹤그러나 생각과 행위 그리고 그 행위의 표상(表像)은 서로 별개다. 그것들 사이에서는 인과의 수레바퀴가 돌지 않는다.

어떤 표상이 이 창백한 인간을 창백하게 만들었다. 그리고 그가 행위를 했을 때 그는 자신의 행위를 감당할 만한 자가 되었다. 그러나 행위를 한 후에는 그 행위의 표상을 감당하지 못했다.

그는 이제 자신을 언제나 어떤 행위의 행위자로서 보게 되었는데, 나는 이것을 망상이라고 부른다. 말하자면 그에게 예외가 본질로 전도된 것이다.

한 가닥의 줄이 암탉을 꼼짝 못 하게 묶어 놓는 경우를 생각해 보라. 이와 마찬가지로 행위자를 묶은 줄이 자신의 가련한 이성을 속박하고 만 것이다. 나는 이것을 행위 이후의 망상이라고 부른다.﹥

- 1부 창백한 범죄자에 대하여 -",,백승영. (2022). 니체는 이렇게 말했다 : 『차라투스트라는 이렇게 말했다』에 대한 철학적·문학적 해석. 세창출판사.,,,"﹤'행위 이후의 망상'의 원인 2가지﹥

1. 실체적 주체라는 믿음

실체적 주체는 행위의 원인이자, 행위나 행위/행위자의 외부와 관계없이 홀로서도 존재하는 것이다. 자신을 행위에 대한 실체적 주체라고 믿는 것은 곧 자신(행위자)을 자신의 행위와 분리할 수도 있었다고 믿는 것이며, 이러한 믿음이 죄의식과 자기경멸, 후회로 이어진다. 

하지만 니체는 이러한 '행위자-주체'(실체적 주체)에 대한 믿음이 언어문법에서 기인한 허구라고 보았다. 언어문법에서는 주체와 행위자가 분리되지 않는 하나의 현상에 대해서도 항상 주어를 상정하는데, 이러한 관습이 실체적 주체에 대한 믿음을 낳았다는 것이다. 예를 들어 언어를 통해 하나의 방전현상인 번개의 번쩍임을 표상할 경우, 우리는 '번개가 번쩍인다'라고 표현함으로써 하나의 방전현상을 주체 '번개'와 술어 '번쩍임'으로 분리하는 것이다. 니체는 이러한 언어문법의 습관이 '행위자-주체'에 대한 믿음으로 이어진다고 보았다.

니체에게 한 인간의 내부는 그 사람의 행위들의 관계로 이루어지며, 그의 외부는 세상과의 상호작용으로 이루어진다.  그래서 니체에게 인간은 이러한 내부와 외부의 협동작업으로 이루어진 ‘관계존재’다.

2. 자신을 '자유의지'의 주체로 여기는 태도

자신을 '자유의지'를 가진 주체로 여기기 때문에 오직 자신만이 그 행위에 대해 전적으로 책임을 져야하는 존재가 되며, 이로 인해 죄의식에 괴로워하게 되는 것이다. 또한 자신만이 책임을 져야하는 존재기 때문에 처벌을 오로지 자기 자신에게 귀속시킨다. 

그러나 니체는 자유의지가 '처벌을 위해 고안된 허구'라고 보았다. '물론 니체에게서도 의지의 본성은 자유다. 단지 의지를 ‘자유롭다’나 ‘자유롭지 않다’라고 말하면서 원자적 개체나 실체적 주체인 것처럼 생각하지 말라는 것이다.'
",,,,,,,,486b29c750c2421fab0324152cb74ea8,,자유 의지,90ce0ce7d01a40ec83d8be7ed548f67c,,,,,,,,
304,,,,,,,,,,,,,,,,,,"백승영. (2005). 토픽맵에 기초한, 철학 고전 텍스트들의 체계적 분석 연구와 디지털 철학 지식지도 구축 - 니체『도덕의 계보』. 서울대학교 철학사상연구소.",,,,,,,,,,,,,,,,,,,,,,
305,140,6b612ba3dd974f5f8200ff1c7157344c,0,목적이라는 노예 상태,0,집필중,팡민,2023-07-31 20:23:07,2023-07-31 20:23:07,,,,1,,,"﹤ 그대 맑고 맑은 자여! 빛나는 자여! 그대 빛의 심연이여! 그대가 나를 둘러싸기만 한다면 나는 축복하는 자이며 ‘그렇다’라고 말하는 자다. 그때 나는 모든 심연 속으로 나의 ‘그렇다’라는 축복의 말을 가지고 간다.

나는 축복하는 자, ‘그렇다’라고 말하는 자가 되었다. 나는 언젠가 축복을 내릴 두 손의 자유를 얻고자 오랫동안 고투했고 고투하는 자였다.

이것이 나의 축복이니 모든 사물 위에 사물 자체의 하늘로서, 둥근 지붕으로서, 하늘색의 종으로서, 그리고 영원한 보증으로서 펼쳐져 있도록 하라. 이렇게 축복하는 자는 행복할지어다!

왜냐하면 만물은 영원이라는 우물가에서, 그리고 선악의 너머에서 세례를 받기 때문이다. 그러나 선악 자체는 어중간한 그림자, 축축한 슬픔, 떠도는 구름일 뿐이다.

“만물 위에는 우연이라는 하늘, 순진무구함이라는 하늘, 의외라는 하늘, 자유분방함이라는 하늘이 있다.”라고 내가 가르친다면 그것은 참으로 축복일 뿐 결코 모독은 아니다.

우연. 이것이야말로 세상에서 가장 오래된 귀족이다. 나는 이 귀족을 만물에 돌려줌으로써 만물을 목적이라는 노예 상태로부터 구해 준 것이다.

어떠한 영원의 의지도 만물 위에 군림하고 스며들기를 원치 않는다고 내가 가르쳤을 때, 나는 이 자유와 천상의 명랑함을 하늘색 종처럼 만물 위에 걸어 놓은 것이다. ﹥

- 3부 해 뜨기 전에 -",,,,,,,,,,,,,,,,,,,,,,,,
306,141,6dfd1343b43842e9b7aa7409f256fad0,0,얼룩소,0,집필완료,팡민,2024-12-27 17:40:33,2024-12-27 21:28:24,비유,★★★,f053076c279347b3b50a69a4be0762ca,1,"1부~3부의 배경도시 역할을 하며, 석가모니가 설교하던 장소 중 하나인 곳을 독일어로 번역한 것이다. 차라투스트라 또한 부처처럼 사람들에게 가르침을 전파함을 의도한 이름으로 볼 수 있다.",fd7aadc0fdea4a1aab9d18cd24c61c63,﹤ 차라투스트라는 이렇게 말했다. 그는 이때 얼룩소라는 도시에 머물고 있었다.﹥,1부 ﹤세 가지 변화에 대하여﹥,[차라투스트라는 이렇게 말했다] 백승영 번역,,,,,,,,,,,,,,,,,,,,,,
307,142,6f13900a0f4f47e299accbd85907a3de,0,굽어 있는 진리,0,집필중,팡민,2023-07-31 19:55:48,2023-09-04 17:49:48,,,,1,,,"﹤ 그러자 난쟁이가 경멸하듯이 중얼거렸다. “모든 곧은 것은 우리를 속인다. 모든 진리는 굽어 있으며, 시간 자체도 하나의 둥근 고리다.”

“그대 중력의 영이여!” 내가 화를 내며 말했다. “그렇게 쉽게 생각지 말라!  ﹥",,,,,,,,,,,,,,,,,,,,,,,,
308,143,6f700db101f94b98bd5ebd5148694f03,0,젊은 여자,0,집필완료,팡민,2023-08-28 17:54:51,2023-08-28 17:54:51,비유,★★★★,f053076c279347b3b50a69a4be0762ca,1,"니체가 파악한 젊은 여자의 특징은 수태(임신)의 가능성이다. 니체는 디오니소스적 수태, 즉 위버멘쉬의 잉태를 생물학적 수태로 은유한다. 그래서 텍스트 속 젊은 여자의 수태는 위버멘쉬의 잉태고, 아이는 위버멘쉬를 의미한다. 

그런데 위버멘쉬는 완결체가 아니라 지속적 추구의 대상이며, 여성과 남성을 가리지 않는 인간 일반의 실존적 과제다. 그래서 수태의 은유는 결국 위버멘쉬가 되기 위해 자기 자신을 잉태하고 그런 존재로 자신을 분만해내는 디오니소스적 수태와 분만을 의미한다. 이 과정을 위해 여성과 남성이 서로 진정한 벗이자 진정한 적, 진정한 이웃의 관계를 맺어야 한다는 것이다.",bab87f6644034f8dbc38680725724169,"﹤ 참으로 형제여! 차라투스트라가 말했다. 그것은 선사받은 보물이다. 내가 가지고 다니는 것은 작은 진리다.

그러나 이 진리는 아이처럼 버릇이 없다. 그래서 내가 그 입을 막지 않으면 너무 큰 소리로 떠들어 댄다.

[...]

“차라투스트라는 여러 가지 흥미로운 말을 했구려. 특히 그 말에 어울릴 만큼 ‘젊은 여자’들을 위해서 말이오.

이상한 일이오. 차라투스트라는 여자에 대해 아는 게 거의 없는데도 여자에 대해 맞는 말을 하다니 말이야! 여자에게는 어떠한 일도 불가능하지 않기 때문에 그런 일이 생긴 것인가?

자, 이제 감사의 표시로 작은 진리를 받으시오! 나는 이 진리를 알 만큼은 늙었지!

이것을 천으로 감싸서 그 입을 막도록 하오. 그러지 않으면 큰 소리로 떠들어 댈 테지, 이 작은 진리가 말이오.”

“노파여, 내게 당신의 작은 진리를 주시오!” 내가 말했다. 그러자 노파가 대답했다.

“여자들에게 간다고? 그럼 회초리를 잊지 말게!”﹥

- 1부 ﹤늙은 여자와 젊은 여자에 대하여﹥ -",,"백승영. (2022). 니체는 이렇게 말했다 : 『차라투스트라는 이렇게 말했다』에 대한 철학적·문학적 해석. 세창출판사.
백승영. (2005). 토픽맵에 기초한, 철학 고전 텍스트들의 체계적 분석 연구와 디지털 철학 지식지도 구축 - 니체『도덕의 계보』. 서울대학교 철학사상연구소.
백승영. (2006). 토픽맵에 기초한, 철학 고전 텍스트들의 체계적 분석 연구와 디지털 철학 지식지도 구축 - 니체『우상의 황혼』. 서울대학교 철학사상연구소.
최상욱. (2015). 차라투스트라는 이렇게 말했다 메타포로 읽기. 서광사.
이상범 L. S. (2020). 니체의 철학적 메타포 ’춤(Tanz)’에 대한 텍스트 내재적 분석. 철학연구, 151–177.
강용수. (2007). 니체의 『차라투스트라는 이렇게 말했다』의 밧줄에 대한 은유적 해석 - 춤의 공간적 구조에 대한 분석을 중심으로. 니체연구, 12, 171–199.
이진우, 『인생에 한번은 차라투스트라』, 휴머니스트출판그룹, 2020
박찬국, 『차라투스트라, 그에게 삶의 의미를 묻다』, 세창출판사, 2020.
박찬국, 『들뢰즈의『니체와 철학』읽기 』, 세창미디어, 2012.
김상환, 『니체 프로이트 맑스 이후 - 현대 프랑스철학의 쟁점 』, 창비, 2013.",,,"﹤여성과 모성﹥

여성을 모성의 개념으로 해석하면, 수태, 분만, 양육의 은유는 다음과 같다. 수태와 분만은 디오니소스적 수태와 분만을 의미하며, 양육의 목적은 위버멘쉬다.

﹤창조자 자신이 다시 태어날 아이가 되기 위해서는, 먼저 산모가 되어야 하며 해산의 고통을 각오해야 한다. … 내 의지의 생식욕구, 생성욕구… .﹥
- 차라 2부 지복의 섬에서 -

수태와 분만, 양육이 디오니소스적 성격의 은유로 사용된 이유는 그것이 창조를 위한 고통의 필연성과 그 과정에 대한 긍정을 가진 행위기 때문이다. 그리고 이러한 은유가 표현하고자 하는 디오니소스적 수태와 분만은 바로 위버멘쉬의 잉태 과정이다. 이는 생물학적 수태를 넘어 정신적 수태까지를 포괄하는 개념이고, 인간 일반의 실존적 과제인 위버멘쉬로의 자기극복을 표현한다.

우상의 황혼을 참고하면 '디오니소스적'이라는 개념은 헬레네 비의의 '성적 상징'에도 뿌리를 둔다. 디오니소스적이라는 개념이 이러한 상징에 뿌리를 둔다면 니체가 말하는 수태와 분만도 생물학적 기능을 넘어서서 '디오니소스적 수태와 분만'으로 이해할 수 있다.

-﹥ ﹤아이와 혼인에 대하여﹥ 중 '승리를 구가하는 자, 자신을 제어하는 자, 관능의 지배자, 그대의 덕의 주인'
- 수태의 목적은 위버멘쉬의 탄생이다. ﹤아이와 혼인에 대하여﹥ 중 '앞을 향해 자신을, 위를 향해 자신을… 최초의 움직임, 좀 더 높은 신체, 제 힘으로 돌아가는 바퀴…창조하는 자'가 바로 이러한 위버멘쉬를 의미한다. 그런데 위버멘쉬는 완결체가 아니라 지속적 추구의 대상, 실존적 과제다. -﹥ 위버멘쉬가 되기 위해 자기 자신을 잉태하고 그런 존재로 자신을 분만해내는 것이 디오니소스적 수태와 분만이다. 이 의지적 노력의 '지속'이 곧 디오니소스적 수태와 분만의 '권리'를 부여한다. 그래서 디오니소스적 수태와 분만은 가장 '위대한' 권리의 문제이자 가장 위대한 일이기도 하다. 그래서 수태와 분만은 모성의 메타포에 속하지만 여성만의 본질이 아니라 인간 모두의 실존적 과제인 위버멘쉬로의 자기극복을 의미하는 것이다.","﹤ '산모의 통증'은 고통 일반을 신성한 것으로 만든다. - 모든 생성과 성장, 미래를 보증하는 모든 것이 고통을 일으키는 원인이다. ... 창조의 기쁨이 존재하려면, 삶에의 의지가 자신을 영원히 긍정할 수 있으려면, '산모의 고통'도 영원히 존재해야만 한다. ... 이 모든 것을 디오니소스라는 말이 의미하고 있다. 나는 이러한 그리스적 상징, 디오니소스 축제의 상징보다 더 고귀한 상징을 알지 못한다. 그것에서는 삶의 가장 깊은 본능, 곧 삶의 미래와 삶의 영원성을 향한 본능이 종교적으로 체험되고 있다. 삶으로 향하는 길 자체가, 곧 생식이 신성한 길로 체험되고 있는 것이다. … 그리스도교가 삶에 대한 원한을 토대로 하여 성을 처음으로 불결한 것으로 만들었다. 그리스도교는 우리 삶의 발단에, 다시 말해 삶의 전제가 되는 것에 오물을 끼얹었던 것이다.﹥

- 니체, 『우상의 황혼』, 박찬국, 아카넷, 2020, ﹤내가 옛 사람들에게 빚지고 있는 것﹥ - 4, p.175.",,,,,,,96fd8fb4eb3749be8a80b2bffb08669e,,위버멘쉬(초인),f0d1244d59b045739b4b9983ca200268,,,,,,,,
309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9acee934849448f8918614948521dd1c,,여성,242105641b8f4889ae71c5034f2d32b5,,,,,,,,
